Company,Revenue_M$,EBITDA_M$,EBITDA_Margin,Revenue_Growth_1yr,Revenue_CAGR_3yr,EBITDA_Growth_1yr,EBITDA_CAGR_3yr,Gross_Margin,Net_Margin,ROA,ROE,ROIC,Debt_M$,Equity_M$,Debt_to_EBITDA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Working_Capital_M$,Capex_to_Sales,Free_Cash_Flow_Margin,Asset_Turnover,Inventory_Turnover,DSO,DPO,DIO,Cash_Conversion_Cycle,Customer_Concentration,Employee_Count,Revenue_per_Employee,IRR_Y5
Company_07050,492.21,48.24,0.098,0.262,-0.009,0.274,0.213,0.787,0.269,0.182,0.243,0.151,291.85,552.82,6.05,0.53,2.05,1.48,7.12,9.84,0.058,0.121,0.87,8.72,85.9,57.7,92.2,120.4,0.038,4129,119208.0,0.142
Company_07051,879.47,219.87,0.25,0.141,-0.034,0.269,0.026,0.518,0.211,0.075,0.068,0.23,1211.48,2498.2,5.51,0.48,1.78,1.56,3.1,17.59,0.032,-0.029,0.89,2.95,59.5,22.1,76.4,113.8,0.465,4590,191606.0,0.147
Company_07052,531.98,43.62,0.082,-0.079,0.183,0.232,-0.014,0.262,0.094,0.161,0.129,0.165,161.83,228.34,3.71,0.71,2.36,1.6,13.87,10.64,0.06,0.166,0.38,7.81,37.3,50.4,65.6,52.5,0.382,4955,107362.0,0.104
Company_07053,930.57,112.6,0.121,0.059,0.221,-0.04,0.01,0.449,0.033,0.091,0.138,0.239,738.66,862.35,6.56,0.86,1.94,0.92,7.19,18.61,0.089,0.164,1.43,8.18,84.1,42.3,51.5,93.3,0.4,1136,819164.0,0.078
Company_07054,488.96,29.83,0.061,-0.07,0.179,0.308,0.206,0.243,0.159,0.157,0.223,0.114,95.46,220.86,3.2,0.43,2.56,1.58,12.83,9.78,0.061,-0.049,1.82,4.73,36.0,25.7,22.5,32.8,0.201,4430,110375.0,-0.004
Company_07055,495.54,113.97,0.23,0.199,0.198,-0.114,0.236,0.451,0.22,0.068,0.102,0.149,384.08,1069.29,3.37,0.36,1.01,0.85,5.34,9.91,0.077,0.11,1.0,6.03,67.3,53.7,98.1,111.7,0.416,4040,122658.0,0.125
Company_07056,128.55,10.28,0.08,-0.075,0.129,0.01,0.18,0.627,0.095,0.187,0.104,0.055,56.95,84.68,5.54,0.67,2.22,1.28,5.19,2.57,0.068,0.005,1.67,3.77,82.9,54.2,78.3,107.0,0.189,1510,85132.0,0.008
Company_07057,804.63,172.19,0.214,-0.026,0.216,0.008,0.076,0.394,0.067,0.198,0.074,0.248,445.97,2010.48,2.59,0.22,2.69,0.7,14.67,16.09,0.086,0.149,0.84,3.75,38.6,59.1,79.9,59.4,0.473,3475,231548.0,0.281
Company_07058,254.5,95.95,0.377,0.067,0.099,0.136,0.005,0.388,0.041,0.083,0.183,0.097,542.12,723.62,5.65,0.75,2.36,1.29,5.12,5.09,0.022,0.035,1.9,3.04,48.2,61.4,34.6,21.4,0.101,4987,51033.0,0.026
Company_07059,900.62,271.99,0.302,0.085,0.246,0.078,0.07,0.509,0.256,0.048,0.232,0.236,1574.82,1730.49,5.79,0.91,2.14,1.85,13.74,18.01,0.022,0.068,1.45,6.31,56.1,26.4,96.3,126.0,0.068,3650,246745.0,0.231
Company_07060,911.72,70.2,0.077,0.063,-0.019,0.076,0.266,0.499,0.035,0.14,0.224,0.13,374.87,837.41,5.34,0.45,1.45,1.06,7.22,18.23,0.091,0.115,0.75,8.49,35.3,21.9,74.5,87.9,0.143,3704,246145.0,0.008
Company_07061,943.88,120.82,0.128,0.085,0.193,0.132,0.245,0.48,0.191,0.121,0.236,0.083,392.66,1008.17,3.25,0.39,2.1,1.17,5.3,18.88,0.085,-0.015,1.5,11.37,43.7,34.7,35.0,44.0,0.246,2122,444807.0,0.104
Company_07062,525.03,150.16,0.286,0.185,0.142,0.049,0.029,0.51,0.234,0.198,0.092,0.134,573.61,1003.78,3.82,0.57,2.63,1.42,8.29,10.5,0.023,0.025,0.67,8.1,60.7,48.2,62.8,75.3,0.4,2764,189953.0,0.2
Company_07063,680.32,246.96,0.363,0.048,0.124,-0.05,0.031,0.229,0.239,0.164,0.197,0.115,1069.34,1527.21,4.33,0.7,2.72,2.0,5.88,13.61,0.021,0.184,1.93,7.16,57.6,21.8,36.2,72.0,0.204,239,2846527.0,0.068
Company_07064,780.73,48.41,0.062,0.119,0.168,0.198,0.212,0.485,0.203,0.169,0.073,0.24,85.69,453.53,1.77,0.19,2.28,1.88,2.49,15.61,0.085,0.055,1.05,11.17,44.1,55.8,63.8,52.1,0.106,1751,445877.0,0.109
Company_07065,139.7,46.66,0.334,0.021,0.202,0.274,0.071,0.795,0.203,0.148,0.292,0.204,150.25,513.39,3.22,0.29,2.97,1.11,4.05,2.79,0.097,0.127,1.85,6.0,86.3,54.5,98.3,130.1,0.201,3296,42385.0,0.153
Company_07066,604.95,149.42,0.247,0.041,0.209,0.087,0.129,0.659,0.153,0.077,0.076,0.091,295.85,686.12,1.98,0.43,1.24,1.98,3.75,12.1,0.057,0.068,0.72,6.97,73.0,28.5,23.8,68.3,0.244,1736,348474.0,0.119
Company_07067,43.95,10.59,0.241,0.146,0.003,0.19,0.069,0.373,0.137,0.188,0.269,0.158,28.17,67.28,2.66,0.42,2.37,1.62,8.43,0.88,0.053,0.102,1.11,6.56,63.5,26.3,95.6,132.8,0.203,2898,15166.0,0.224
Company_07068,502.59,193.5,0.385,0.096,0.009,0.121,-0.003,0.607,0.058,0.098,0.06,0.184,1240.34,694.67,6.41,1.79,1.09,0.66,5.0,10.05,0.026,0.156,1.79,5.81,69.2,26.4,75.7,118.5,0.279,2589,194125.0,0.068
Company_07069,163.29,50.95,0.312,0.189,-0.045,-0.165,-0.024,0.398,0.17,0.086,0.183,0.166,68.27,278.56,1.34,0.25,2.71,1.98,3.42,3.27,0.013,0.027,1.05,8.65,40.6,65.5,89.1,64.2,0.233,4856,33626.0,0.275
Company_07070,191.09,66.5,0.348,0.124,-0.01,0.054,-0.044,0.315,0.04,0.047,0.263,0.233,287.28,748.64,4.32,0.38,2.56,1.55,2.27,3.82,0.035,0.074,1.85,10.59,50.5,56.2,28.7,23.0,0.123,4737,40340.0,0.123
Company_07071,371.4,64.62,0.174,0.221,0.029,-0.194,-0.095,0.664,0.151,0.068,0.209,0.073,233.28,569.02,3.61,0.41,2.63,1.46,4.55,7.43,0.096,0.063,1.06,11.32,45.6,31.8,33.3,47.1,0.348,1419,261734.0,0.086
Company_07072,438.11,106.9,0.244,0.077,0.166,0.197,0.012,0.326,0.225,0.01,0.173,0.058,535.57,1198.21,5.01,0.45,1.72,1.95,12.12,8.76,0.071,0.145,1.35,7.57,80.1,29.4,93.4,144.1,0.179,3911,112020.0,0.172
Company_07073,626.94,166.14,0.265,0.096,0.093,0.105,-0.031,0.715,0.144,0.135,0.082,0.172,1126.43,1331.62,6.78,0.85,1.43,1.26,12.03,12.54,0.02,0.056,1.86,9.78,70.3,38.1,84.7,116.9,0.469,145,4323724.0,0.192
Company_07074,83.68,13.64,0.163,0.168,0.177,-0.124,0.003,0.428,0.162,0.125,0.215,0.199,51.15,162.1,3.75,0.32,1.42,0.78,14.19,1.67,0.015,0.17,1.67,8.13,39.5,68.6,72.2,43.1,0.062,2951,28356.0,0.223
Company_07075,508.65,127.16,0.25,-0.012,0.096,0.125,-0.07,0.654,0.256,0.087,0.201,0.212,512.45,1108.95,4.03,0.46,2.82,0.93,10.3,10.17,0.077,0.068,1.64,5.35,44.9,22.7,69.0,91.2,0.008,3434,148122.0,0.138
Company_07076,190.8,25.38,0.133,0.054,0.117,0.339,0.037,0.356,0.201,0.194,0.165,0.092,43.65,240.86,1.72,0.18,2.04,1.37,5.82,3.82,0.04,0.03,1.87,10.17,70.5,36.7,22.8,56.6,0.224,2938,64942.0,0.111
Company_07077,578.24,57.82,0.1,0.15,-0.017,0.004,0.108,0.592,0.056,0.142,0.109,0.088,374.1,622.64,6.47,0.6,1.38,0.84,9.21,11.56,0.098,0.015,1.85,11.43,55.0,62.2,95.1,87.9,0.162,795,727346.0,0.085
Company_07078,641.03,116.03,0.181,-0.088,0.183,0.389,0.278,0.328,0.172,0.056,0.105,0.218,386.38,718.38,3.33,0.54,1.16,0.92,7.13,12.82,0.054,0.103,0.77,3.89,82.1,62.4,93.4,113.1,0.064,3664,174954.0,0.08
Company_07079,561.14,173.39,0.309,0.075,0.177,0.376,0.039,0.213,0.122,0.082,0.293,0.118,216.74,982.55,1.25,0.22,1.83,1.88,3.37,11.22,0.04,-0.014,0.51,10.34,64.5,48.8,60.1,75.8,0.421,3535,158738.0,0.215
Company_07080,740.91,274.88,0.371,0.14,0.042,0.271,-0.088,0.689,0.078,0.108,0.291,0.182,1149.0,1252.59,4.18,0.92,1.27,1.11,4.13,14.82,0.031,-0.026,1.66,8.31,39.9,50.7,71.0,60.2,0.146,935,792417.0,0.022
Company_07081,342.25,71.87,0.21,0.287,0.049,0.288,0.045,0.714,0.201,0.114,0.284,0.08,436.25,672.53,6.07,0.65,1.71,1.68,11.26,6.85,0.077,0.118,1.92,11.1,61.5,57.2,36.1,40.4,0.01,2736,125091.0,0.14
Company_07082,767.46,211.05,0.275,0.251,0.016,0.046,0.227,0.728,0.128,0.062,0.179,0.21,960.28,2187.96,4.55,0.44,1.27,1.19,14.57,15.35,0.052,0.181,1.45,8.7,82.3,63.6,64.0,82.7,0.475,4107,186866.0,0.435
Company_07083,438.44,37.71,0.086,0.012,0.194,0.042,0.036,0.222,0.235,0.057,0.297,0.242,173.09,245.09,4.59,0.71,2.08,1.42,10.67,8.77,0.074,0.052,0.88,11.63,47.1,22.2,90.9,115.8,0.085,2666,164456.0,0.04
Company_07084,489.34,179.59,0.367,0.103,0.174,0.373,0.017,0.657,0.184,0.067,0.124,0.244,202.94,540.23,1.13,0.38,1.13,1.96,10.76,9.79,0.064,0.005,1.45,3.88,53.0,60.8,30.5,22.7,0.345,175,2796229.0,0.354
Company_07085,651.62,162.25,0.249,-0.077,0.133,0.02,0.268,0.702,0.049,0.193,0.157,0.154,1106.54,1812.51,6.82,0.61,1.12,0.52,12.44,13.03,0.095,0.081,1.67,4.33,78.8,37.1,67.7,109.4,0.311,1534,424785.0,-0.061
Company_07086,28.17,9.1,0.323,-0.004,0.022,-0.142,0.019,0.387,0.118,0.078,0.094,0.098,31.3,86.55,3.44,0.36,2.63,0.61,12.23,0.56,0.012,-0.017,1.38,5.66,34.5,38.9,29.5,25.1,0.48,215,131023.0,0.06
Company_07087,657.45,215.64,0.328,0.21,0.002,-0.108,0.288,0.482,0.096,0.081,0.166,0.078,398.93,2365.83,1.85,0.17,1.17,0.92,11.17,13.15,0.067,0.104,1.82,9.44,56.5,59.3,57.4,54.6,0.435,1785,368319.0,0.306
Company_07088,622.4,87.14,0.14,-0.051,-0.035,0.226,0.233,0.445,0.062,0.147,0.096,0.099,160.34,949.69,1.84,0.17,2.94,1.26,12.59,12.45,0.049,0.053,1.86,5.34,37.0,34.5,43.9,46.4,0.106,2669,233196.0,0.132
Company_07089,316.75,74.44,0.235,0.003,-0.036,0.03,0.174,0.464,0.244,0.041,0.067,0.174,372.94,552.62,5.01,0.67,2.16,1.94,8.67,6.34,0.081,0.148,1.57,3.03,58.9,56.5,26.6,29.0,0.079,3651,86757.0,0.069
Company_07090,94.94,36.65,0.386,0.278,0.006,-0.08,0.139,0.708,0.126,0.132,0.052,0.137,131.57,358.91,3.59,0.37,1.59,1.07,3.86,1.9,0.072,-0.026,0.99,4.65,73.5,56.1,28.1,45.5,0.48,3998,23747.0,0.22
Company_07091,100.03,8.1,0.081,0.23,-0.02,0.288,-0.01,0.451,0.192,0.137,0.145,0.145,10.69,86.1,1.32,0.12,1.54,1.14,11.79,2.0,0.044,0.016,1.57,9.83,52.8,67.0,57.5,43.3,0.444,1967,50854.0,0.279
Company_07092,923.99,267.03,0.289,0.213,0.117,0.093,0.192,0.381,0.267,0.022,0.274,0.145,405.89,906.35,1.52,0.45,2.33,1.48,4.92,18.48,0.043,0.148,0.83,11.77,89.7,53.6,76.3,112.4,0.332,2642,349731.0,0.239
Company_07093,692.39,267.95,0.387,0.246,0.057,0.141,0.039,0.278,0.172,0.046,0.159,0.209,953.9,2761.51,3.56,0.35,2.73,1.97,13.85,13.85,0.013,0.167,1.2,3.77,69.7,40.6,90.5,119.6,0.056,817,847479.0,0.362
Company_07094,135.83,21.05,0.155,0.2,0.083,-0.108,0.094,0.605,0.092,0.099,0.211,0.216,121.46,157.94,5.77,0.77,2.04,0.9,2.94,2.72,0.099,0.157,1.2,11.27,80.3,21.3,47.8,106.8,0.458,1842,73740.0,0.103
Company_07095,363.16,127.83,0.352,-0.052,0.128,-0.084,-0.058,0.251,0.241,0.169,0.254,0.053,236.49,792.5,1.85,0.3,2.53,1.45,3.91,7.26,0.077,0.015,1.23,2.05,63.3,48.2,87.7,102.8,0.135,2388,152077.0,0.194
Company_07096,596.56,224.9,0.377,0.107,0.148,-0.124,0.018,0.237,0.142,0.149,0.188,0.234,377.83,1021.52,1.68,0.37,2.87,1.66,7.84,11.93,0.024,-0.0,0.21,7.17,61.7,30.3,46.7,78.1,0.151,2911,204933.0,0.341
Company_07097,837.22,260.38,0.311,0.078,0.144,0.109,0.112,0.609,0.178,0.176,0.191,0.128,997.26,1308.79,3.83,0.76,2.21,0.8,9.67,16.74,0.06,0.033,1.79,2.86,30.1,22.8,59.4,66.7,0.259,4042,207130.0,0.176
Company_07098,53.22,6.97,0.131,0.024,0.028,0.265,0.087,0.617,0.273,0.172,0.181,0.098,28.93,70.83,4.15,0.41,1.84,0.81,9.17,1.06,0.093,0.172,0.72,11.79,38.2,34.1,62.4,66.5,0.278,1372,38790.0,0.05
Company_07099,244.27,40.79,0.167,0.234,0.193,0.239,0.037,0.319,0.157,0.107,0.081,0.249,166.42,439.53,4.08,0.38,1.22,1.42,5.19,4.89,0.023,0.133,0.94,7.66,66.8,21.0,76.1,121.9,0.046,3413,71570.0,0.141
Company_07100,890.85,56.12,0.063,0.086,0.225,-0.043,0.089,0.774,0.114,0.128,0.209,0.075,225.6,654.78,4.02,0.34,2.38,1.67,5.63,17.82,0.088,0.063,1.88,5.11,81.8,32.8,26.7,75.7,0.326,334,2667216.0,-0.009
Company_07101,19.07,6.5,0.341,-0.076,0.045,0.311,0.198,0.673,0.224,0.185,0.231,0.114,41.21,28.07,6.34,1.47,2.7,1.05,6.84,0.38,0.075,0.05,1.09,11.38,69.5,65.3,32.7,36.9,0.155,4941,3860.0,0.026
Company_07102,209.39,72.66,0.347,0.01,-0.045,-0.137,0.084,0.612,0.057,0.151,0.05,0.231,243.41,554.99,3.35,0.44,1.04,1.78,7.33,4.19,0.039,0.127,1.72,7.49,71.4,26.8,70.0,114.6,0.444,2529,82796.0,0.244
Company_07103,959.43,260.01,0.271,-0.009,0.22,-0.132,0.102,0.653,0.276,0.078,0.071,0.145,312.01,2926.26,1.2,0.11,2.29,1.17,12.77,19.19,0.027,0.149,0.83,11.89,60.8,56.8,85.2,89.2,0.466,3383,283603.0,0.225
Company_07104,617.27,106.79,0.173,0.255,0.227,0.31,0.18,0.447,0.276,0.077,0.185,0.235,113.2,532.13,1.06,0.21,1.14,1.22,2.59,12.35,0.067,0.056,1.85,8.0,89.3,39.2,66.8,116.9,0.46,3628,170141.0,0.21
Company_07105,269.05,20.72,0.077,0.159,-0.035,-0.053,0.237,0.473,0.182,0.08,0.26,0.098,70.86,107.33,3.42,0.66,2.89,1.03,12.37,5.38,0.049,0.1,0.41,11.88,78.7,26.7,77.7,129.7,0.168,1171,229761.0,0.162
Company_07106,76.32,23.96,0.314,0.124,-0.049,0.225,0.111,0.722,0.063,0.104,0.183,0.131,152.39,188.9,6.36,0.81,1.83,0.85,13.87,1.53,0.035,0.118,1.06,9.12,75.6,38.9,57.8,94.5,0.201,3754,20330.0,0.196
Company_07107,37.91,11.52,0.304,0.103,0.195,-0.195,0.279,0.215,0.147,0.079,0.159,0.06,60.71,93.75,5.27,0.65,1.37,0.87,12.0,0.76,0.085,0.038,1.8,9.96,67.2,35.8,57.8,89.2,0.152,3724,10180.0,0.185
Company_07108,252.3,93.1,0.369,0.16,0.04,-0.144,0.041,0.681,0.139,0.046,0.284,0.141,411.5,440.03,4.42,0.94,1.4,1.55,13.44,5.05,0.099,0.173,1.25,7.03,48.1,24.7,76.0,99.4,0.026,753,335060.0,0.3
Company_07109,882.67,270.1,0.306,0.202,0.224,0.166,0.001,0.469,0.104,0.123,0.069,0.05,1407.22,2072.17,5.21,0.68,1.18,1.13,10.45,17.65,0.058,0.043,1.01,8.62,65.1,55.4,81.9,91.6,0.08,105,8406381.0,0.158
Company_07110,421.75,143.4,0.34,0.122,0.015,-0.091,0.177,0.478,0.069,0.175,0.085,0.113,286.8,1606.71,2.0,0.18,2.32,0.92,3.65,8.44,0.018,-0.004,1.27,2.31,60.2,37.2,36.8,59.8,0.435,2156,195617.0,0.293
Company_07111,723.13,224.89,0.311,0.275,0.208,-0.183,-0.03,0.395,0.094,0.104,0.221,0.193,629.69,1856.68,2.8,0.34,2.76,1.26,10.68,14.46,0.022,0.013,1.21,3.12,39.1,35.9,94.0,97.2,0.342,3817,189450.0,0.341
Company_07112,919.1,249.08,0.271,0.291,-0.029,0.08,0.26,0.564,0.176,0.052,0.077,0.195,1429.72,2507.44,5.74,0.57,1.76,0.55,5.01,18.38,0.081,0.178,0.61,3.14,57.9,33.9,82.5,106.5,0.16,4328,212361.0,0.226
Company_07113,413.96,82.38,0.199,0.298,0.028,-0.002,0.055,0.605,0.212,0.164,0.084,0.136,87.32,821.19,1.06,0.11,2.06,1.27,10.12,8.28,0.095,0.076,1.59,6.45,81.7,27.5,87.6,141.8,0.27,3684,112367.0,0.265
Company_07114,199.36,72.97,0.366,0.168,0.242,0.281,0.179,0.296,0.294,0.154,0.268,0.053,206.51,472.16,2.83,0.44,1.52,1.39,12.36,3.99,0.02,0.032,0.86,9.43,53.9,53.7,56.6,56.8,0.122,952,209412.0,0.275
Company_07115,521.95,145.1,0.278,0.273,0.019,0.291,0.128,0.539,0.08,0.143,0.103,0.076,973.62,1464.3,6.71,0.66,2.55,1.91,4.54,10.44,0.025,-0.015,0.37,10.23,47.7,32.1,77.4,93.0,0.338,2629,198536.0,0.096
Company_07116,909.0,171.8,0.189,0.062,-0.01,0.169,-0.078,0.479,0.077,0.138,0.206,0.098,802.31,1796.61,4.67,0.45,2.3,1.53,13.36,18.18,0.091,-0.028,0.65,11.64,55.5,22.7,95.9,128.7,0.487,3776,240731.0,0.065
Company_07117,806.33,63.7,0.079,0.244,0.207,-0.024,0.184,0.669,0.053,0.159,0.149,0.053,343.34,434.29,5.39,0.79,3.0,1.18,14.04,16.13,0.055,0.094,1.7,3.1,61.7,31.4,43.6,73.9,0.054,1458,553038.0,0.044
Company_07118,75.17,11.43,0.152,0.264,-0.015,0.077,0.216,0.527,0.283,0.168,0.084,0.093,38.52,115.18,3.37,0.33,2.7,1.33,2.69,1.5,0.097,0.083,1.97,8.01,55.3,52.1,86.8,90.0,0.092,2874,26155.0,0.153
Company_07119,695.65,166.96,0.24,0.262,-0.021,0.221,0.293,0.458,0.127,0.181,0.147,0.155,270.48,1993.53,1.62,0.14,1.28,1.97,10.47,13.91,0.046,0.109,1.86,5.72,36.8,56.3,99.5,80.0,0.467,4640,149925.0,0.304
Company_07120,576.18,84.12,0.146,0.232,0.047,-0.158,0.066,0.517,0.279,0.126,0.154,0.075,428.17,729.64,5.09,0.59,2.69,0.74,9.18,11.52,0.027,-0.018,0.94,4.2,34.5,50.3,87.4,71.6,0.114,661,871679.0,0.134
Company_07121,908.39,115.37,0.127,0.063,0.141,-0.001,0.101,0.494,0.269,0.085,0.207,0.223,409.56,604.52,3.55,0.68,1.11,1.49,2.86,18.17,0.02,0.129,0.31,9.24,68.4,27.8,26.2,66.8,0.221,2737,331893.0,-0.016
Company_07122,131.26,30.85,0.235,-0.036,0.163,0.293,0.25,0.761,0.032,0.027,0.088,0.062,57.38,325.3,1.86,0.18,1.3,1.6,10.05,2.63,0.058,-0.016,0.83,5.24,37.2,61.0,87.3,63.5,0.132,4054,32378.0,0.212
Company_07123,538.7,58.72,0.109,0.034,0.214,0.044,0.008,0.387,0.098,0.147,0.059,0.205,374.63,239.56,6.38,1.56,1.77,1.09,7.86,10.77,0.065,0.041,1.45,4.32,82.5,59.9,42.5,65.1,0.398,4300,125279.0,0.077
Company_07124,880.67,290.62,0.33,0.207,0.112,0.175,-0.024,0.222,0.105,0.037,0.201,0.139,729.46,2180.72,2.51,0.33,1.38,0.9,2.51,17.61,0.056,0.04,1.97,8.11,60.6,40.7,25.2,45.1,0.073,1796,490351.0,0.121
Company_07125,415.92,91.5,0.22,-0.007,0.068,-0.142,-0.047,0.597,0.098,0.175,0.066,0.173,282.74,1013.87,3.09,0.28,1.57,0.95,11.48,8.32,0.064,0.18,1.45,8.93,75.8,48.8,39.8,66.8,0.431,55,7562182.0,0.072
Company_07126,487.17,122.28,0.251,0.091,0.058,0.266,0.291,0.562,0.139,0.087,0.088,0.147,275.13,1080.08,2.25,0.25,2.42,1.05,14.93,9.74,0.075,0.032,0.57,2.13,64.4,64.4,29.7,29.7,0.472,3271,148936.0,0.333
Company_07127,79.76,8.14,0.102,0.126,0.204,-0.14,0.008,0.746,0.16,0.176,0.295,0.136,27.27,95.64,3.35,0.29,2.12,0.83,11.55,1.6,0.063,0.045,0.59,7.25,47.6,42.5,94.6,99.7,0.423,776,102784.0,0.095
Company_07128,285.36,46.8,0.164,0.142,0.167,0.317,0.203,0.27,0.232,0.109,0.056,0.186,218.56,305.82,4.67,0.71,1.8,1.08,10.48,5.71,0.078,0.057,1.56,4.01,36.0,42.9,37.0,30.1,0.211,1438,198442.0,0.199
Company_07129,331.26,64.26,0.194,0.274,0.222,-0.136,0.08,0.514,0.095,0.096,0.211,0.095,143.94,497.91,2.24,0.29,2.29,1.64,13.79,6.63,0.063,0.056,1.32,5.22,48.0,45.2,65.1,67.9,0.06,4784,69243.0,0.279
Company_07130,945.67,314.91,0.333,0.165,0.239,0.335,-0.004,0.29,0.104,0.079,0.085,0.147,991.97,1977.72,3.15,0.5,1.0,1.4,11.84,18.91,0.098,0.154,0.41,9.47,43.6,54.5,89.2,78.3,0.006,391,2418593.0,0.29
Company_07131,289.84,92.75,0.32,0.215,0.04,0.018,0.265,0.473,0.188,0.022,0.255,0.211,100.17,824.1,1.08,0.12,2.76,1.62,12.57,5.8,0.071,0.064,0.73,8.5,42.3,32.0,50.2,60.5,0.45,4338,66814.0,0.387
Company_07132,466.26,59.68,0.128,0.133,0.109,0.175,0.086,0.68,0.07,0.012,0.195,0.081,116.97,342.38,1.96,0.34,1.79,1.93,3.8,9.33,0.079,-0.024,1.81,7.49,86.4,29.9,75.1,131.6,0.495,816,571397.0,0.121
Company_07133,674.59,179.44,0.266,0.233,0.14,0.308,0.126,0.714,0.152,0.107,0.168,0.069,1155.59,976.31,6.44,1.18,1.98,0.87,3.28,13.49,0.041,0.036,0.98,8.3,75.0,30.6,56.5,100.9,0.427,4361,154687.0,0.006
Company_07134,170.56,23.03,0.135,0.005,-0.001,-0.194,-0.011,0.7,0.09,0.181,0.165,0.171,110.77,222.33,4.81,0.5,1.23,1.0,13.72,3.41,0.03,0.046,0.48,7.92,56.1,59.0,49.1,46.2,0.002,4577,37265.0,0.056
Company_07135,491.58,194.67,0.396,-0.016,-0.034,-0.041,0.03,0.528,0.075,0.121,0.218,0.243,782.57,2293.16,4.02,0.34,2.51,0.98,13.84,9.83,0.054,0.059,1.52,4.77,78.4,47.0,71.2,102.6,0.039,1725,284974.0,0.227
Company_07136,741.15,283.86,0.383,0.271,0.21,0.345,0.199,0.58,0.243,0.174,0.26,0.136,1160.99,1288.78,4.09,0.9,2.99,1.51,4.85,14.82,0.073,0.159,0.39,8.76,41.6,55.5,22.7,8.8,0.357,1576,470273.0,0.248
Company_07137,868.19,214.44,0.247,0.177,0.111,0.033,0.037,0.531,0.218,0.2,0.052,0.213,1040.03,2328.86,4.85,0.45,2.53,1.11,12.85,17.36,0.019,0.17,1.25,4.56,30.8,32.1,54.5,53.2,0.359,3282,264531.0,0.147
Company_07138,630.0,185.85,0.295,0.169,0.121,0.224,0.102,0.537,0.09,0.044,0.055,0.144,420.02,2123.89,2.26,0.2,1.28,0.92,14.47,12.6,0.072,0.176,0.61,10.99,41.7,56.4,26.7,12.0,0.458,4756,132464.0,0.277
Company_07139,672.36,222.55,0.331,0.087,0.116,-0.116,-0.054,0.731,0.136,0.135,0.118,0.097,267.06,2208.81,1.2,0.12,2.86,1.45,5.41,13.45,0.066,-0.036,1.43,3.64,56.7,28.8,72.8,100.7,0.358,379,1774037.0,0.117
Company_07140,135.02,40.78,0.302,0.051,0.176,0.207,0.24,0.326,0.063,0.089,0.235,0.147,141.1,267.0,3.46,0.53,2.17,1.86,4.17,2.7,0.082,0.096,0.33,10.66,66.2,47.3,86.3,105.2,0.132,439,307563.0,0.134
Company_07141,946.32,279.16,0.295,0.122,-0.006,-0.156,0.195,0.463,0.035,0.05,0.098,0.138,1800.58,994.11,6.45,1.81,2.73,0.96,5.7,18.93,0.097,-0.033,0.75,7.14,65.5,64.4,56.2,57.3,0.492,292,3240822.0,0.097
Company_07142,141.25,54.38,0.385,-0.052,0.134,0.23,0.204,0.566,0.184,0.056,0.152,0.1,220.78,177.85,4.06,1.24,1.84,1.56,10.28,2.82,0.053,0.162,1.32,9.06,45.4,68.3,60.5,37.6,0.051,3284,43012.0,0.076
Company_07143,776.93,201.22,0.259,0.082,0.091,-0.006,-0.029,0.659,0.122,0.056,0.177,0.121,1267.69,1682.21,6.3,0.75,1.56,1.12,13.86,15.54,0.013,0.06,1.15,2.3,88.0,26.1,75.3,137.2,0.216,3974,195503.0,0.074
Company_07144,272.17,74.3,0.273,0.082,0.219,0.08,0.098,0.657,0.078,0.149,0.143,0.128,130.77,749.95,1.76,0.17,1.04,1.83,10.59,5.44,0.077,0.165,1.75,10.43,69.8,56.3,55.8,69.3,0.097,4631,58771.0,0.312
Company_07145,934.26,324.19,0.347,0.115,0.106,-0.1,-0.089,0.27,0.052,0.077,0.166,0.222,855.86,1861.83,2.64,0.46,2.9,1.37,4.7,18.69,0.018,0.042,0.29,10.73,37.7,37.1,30.9,31.5,0.293,1811,515881.0,0.207
Company_07146,722.76,205.26,0.284,0.154,0.233,0.177,0.026,0.333,0.21,0.059,0.25,0.111,993.46,1437.82,4.84,0.69,1.31,1.09,6.35,14.46,0.034,0.143,0.75,5.05,73.3,60.9,74.2,86.6,0.093,4577,157911.0,0.129
Company_07147,756.28,232.18,0.307,0.283,0.056,0.003,0.039,0.747,0.096,0.178,0.107,0.235,264.69,1220.37,1.14,0.22,2.56,1.7,8.52,15.13,0.067,-0.043,0.25,8.96,86.1,33.6,85.1,137.6,0.231,3607,209670.0,0.438
Company_07148,226.87,29.95,0.132,0.161,0.24,0.03,0.265,0.415,0.274,0.017,0.132,0.053,56.9,308.8,1.9,0.18,1.56,1.28,4.2,4.54,0.028,0.008,1.98,2.17,42.8,26.8,39.1,55.1,0.313,816,278027.0,0.07
Company_07149,448.61,80.75,0.18,0.253,0.213,0.191,0.297,0.202,0.074,0.15,0.182,0.076,134.04,823.47,1.66,0.16,2.14,1.5,11.24,8.97,0.093,-0.038,0.98,10.08,36.3,47.8,43.4,31.9,0.157,4713,95186.0,0.21
Company_07150,621.64,63.41,0.102,0.123,0.125,-0.093,0.147,0.32,0.088,0.193,0.266,0.055,259.98,608.94,4.1,0.43,2.65,1.55,11.69,12.43,0.019,0.137,1.59,10.79,86.3,41.5,99.3,144.1,0.371,3738,166303.0,0.049
